Suno ID,Title,Lyrics,Style,Audio Filename,Primary Mood,Duration,BPM,Key,Scale,Loudness,Mood Tags,Rhythm Density,Percussive Shape,Energy Level,groove,Phrase Length,Album Artist,Grouping,Genre,Album/EP,Year,Composer,Artist,Has Cover,Mood Coverage,Focus Category,coord_x,coord_y,energy_norm,brightness_norm,mood_1,mood_2,mood_3,mood_confidence,mood_1_color,last_updated
301,Soft Disconnect,,,soft_disconnect.flac,,364.64,162,B,minor,4547.98,"Aggressive, Energetic",0,1.399,288025.62,High,91.16,StudioRich,Weightless Drift,"ambient, electronic",Run Loop,2025,,StudioRich,No,2,Deep Focus,0.9427,0.8925,0.8925,0.9427,Proleptic,At Ease,Raw,0.0255,#d826c3,2026-03-25
302,Soft Disconnect S1,,,soft_disconnect_s01.flac,,216.54,125,Ab,major,3239.32,,0,1.367,173573.8,High,54.13,StudioRich,Weightless Drift,"ambient, electronic",Run Loop,2025,,StudioRich,No,0,Deep Focus,0.7542,0.7528,0.7528,0.7542,Untroubled,Mesmerizing,Esoteric,0.1814,#75d826,2026-03-25
303,Soft Entry,,,soft_entry.flac,"Lonely, Melancholy, Tense, Weightless",98.76,101,A,major,1352.47,"Hopeful, Playful",0,1.455,47132.84,Mid,24.69,Eleven,,lo-fi,Stranger Vibes,2025,,StudioRich,Yes,2,Light Concentration,0.5377,0.0489,0.0489,0.5377,Sad,Balanced,Fantastical,0.8553,#26d0d8,2026-03-25
305,Soft Return,,,soft_return.flac,"Chill, Dreamy, Hopeful, Nostalgic",150.41,89,Eb,major,2359.17,Chill,0.01,1.207,108135.77,Mid,37.6,Eleven,Primer,"ambient, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.4134,0.4846,0.4846,0.4134,Anchored,Centered,Apprehensive,0.18,#26d84e,2026-03-25
304,Softcore Velocity,,,softcore_velocity.flac,,122.22,85,Ab,minor,1591.62,"Dreamy, Nostalgic",0,1.965,60098.84,Mid,30.55,StudioRich,Memory in Motion,"jungle, lo-fi, soul",The Way the Air Moves,2025,,StudioRich,No,2,Sleep,0.2612,0.1466,0.1466,0.2612,Vulnerable,Remorseful,Speculative,0.0016,#2679d8,2026-03-25
306,Softcore Velocity S01,,,softcore_velocity_s01.flac,,142.64,150,Ab,minor,2725.82,Aggressive,0,1.408,134155.59,High,35.66,StudioRich,Memory in Motion,"jungle, lo-fi, soul",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.8953,0.6103,0.6103,0.8953,Underground,Mellow,Furious,0.7674,#d8263b,2026-03-25
307,Solar Flare Daydream,,,solar_flare_daydream.flac,,240,123,D,minor,4226.09,Tense,0,1.934,258136.08,High,60,Eno,,"ambient, electronic, experimental",Eunoia,2025,,StudioRich,No,1,Deep Focus,0.7346,0.8673,0.8673,0.7346,Untroubled,Esoteric,Adventurous,0.2107,#75d826,2026-03-25
308,Solitude's Reflection,,,solitude's_reflection.flac,,106,64,A,major,1530.11,"Chill, Weightless",0,0.82,56665.41,Low,26.5,Eleven,,lo-fi,Stranger Vibes,2025,,StudioRich,Yes,2,Sleep,0.0014,0.1187,0.1187,0.0014,Vulnerable,Speculative,Magical,0.2241,#2679d8,2026-03-25
309,Solo Stand,,,solo_stand.flac,,202.42,85,D,minor,2368.75,"Dreamy, Nostalgic",0,-1.585,108791.62,Mid,50.6,Lucas,Belief,"chillhop, cinematic, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,2,Sleep,0.2612,0.4874,0.4874,0.2612,Liminal,Innovative,Exuberant,0.6297,#2643d8,2026-03-25
310,Solo Stand S02,,,solo_stand_s02.flac,"Chill, Comforting, Hopeful, Intimate",125.58,81,D,major,1734.04,Chill,0,1.484,68299.19,Low,31.39,Lucas,Belief,"chillhop, cinematic, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.155,0.2053,0.2053,0.155,Vulnerable,Speculative,Remorseful,0.3413,#2679d8,2026-03-25
312,Soul Trace,,,soul_trace.flac,,171.1,85,Bb,major,2703.57,Chill,0,1.655,132524.03,Mid,42.77,StudioRich,Descent & Fade,"jungle, lo-fi, soul",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.2612,0.6047,0.6047,0.2612,Disorienting,Shadowed,Visionary,0.8698,#6026d8,2026-03-25
311,Soul Trace S01,,,soul_trace_s01.flac,,141.36,84,Bb,minor,1883.63,"Dreamy, Melancholy, Nostalgic",0,0.324,77277.23,Low,35.34,StudioRich,Descent & Fade,"jungle, lo-fi, soul",The Way the Air Moves,2025,,StudioRich,No,3,Sleep,0.2095,0.2723,0.2723,0.2095,Vulnerable,Remorseful,Speculative,0.1903,#2679d8,2026-03-25
313,Spectral Pulse,,,spectral_pulse.flac,,240,120,C,major,5615.71,Hopeful,0,1.516,394572.44,High,60,Eno,,"ambient, electronic, experimental",Eunoia,2025,,StudioRich,No,1,Light Concentration,0.6788,0.9623,0.9623,0.6788,Belligerent,Esoteric,Adventurous,0.2625,#d88226,2026-03-25
314,Starlight Murmur,,,starlight_murmur.flac,,240,140,F,minor,4623.31,Tense,0,0.811,295174.16,High,60,Eno,,"ambient, electronic, experimental",Eunoia,2025,,StudioRich,No,1,Deep Focus,0.8408,0.9036,0.9036,0.8408,Untroubled,Proleptic,Esoteric,0.3455,#75d826,2026-03-25
315,Static Door Echo,,,static_door_echo.flac,,220.22,144,Eb,major,1697.71,Aggressive,0,1.977,66174.77,High,55.05,Eleven,Lab Silence,"ambient, electronic, lo-fi",Stranger Vibes,2025,,StudioRich,No,1,Deep Focus,0.8645,0.1774,0.1774,0.8645,Disoriented,Subdued,Elusive,0.1939,#26d8cb,2026-03-25
316,Static Door Echo S01,,,static_door_echo_s01.flac,,183.47,113,C,major,2392.38,Hopeful,0,1.554,110415.26,High,45.87,Eleven,Lab Silence,"ambient, electronic, lo-fi",Stranger Vibes,2025,,StudioRich,No,1,Light Concentration,0.5908,0.5042,0.5042,0.5908,Grateful,Introspective,Playful,0.5817,#d8c926,2026-03-25
317,Static Memory,,,static_memory.flac,"Dreamy, Hopeful, Melancholy",147.44,80,D,major,2748.85,Chill,0,0.038,135850.69,Low,36.86,Max,Echo,"ambient, lo-fi, synthwave",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.1061,0.6159,0.6159,0.1061,Radiant,Alienated,Weightless,0.5815,#acd826,2026-03-25
318,Static Memory S01,,,static_memory_s01.flac,"Hopeful, Lonely, Melancholy",147.44,80,D,major,2748.88,Chill,0,0.038,135852.97,Low,36.86,Max,Echo,"ambient, lo-fi, synthwave",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.1061,0.6187,0.6187,0.1061,Radiant,Triumphant,Weightless,0.6374,#acd826,2026-03-25
319,Static Panorama,,,static_panorama.flac,,240,164,D,major,5113.12,"Aggressive, Energetic",0,1.48,343046.16,High,60,Eno,,"ambient, electronic, experimental",Eunoia,2025,,StudioRich,No,2,Deep Focus,0.9623,0.9399,0.9399,0.9623,Proleptic,At Ease,Raw,0.0064,#d826c3,2026-03-25
320,Static Sleepwalker,,,static_sleepwalker.flac,"Chill, Dreamy, Gritty, Melancholy, Nostalgic",118.78,162,C,major,1371.56,"Aggressive, Energetic",0,-2.435,48129.53,High,29.7,Eleven,Primer,"ambient, downtempo, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,2,Deep Focus,0.9427,0.0545,0.0545,0.9427,Disoriented,Elusive,Subdued,0.1117,#26d8cb,2026-03-25
321,Still Between Beats,,,still_between_beats.flac,,156.13,162,F#,major,2475.75,"Aggressive, Energetic",0,1.518,116207.65,High,39.03,StudioRich,Opening Air,"electronic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,2,Deep Focus,0.9427,0.5433,0.5433,0.9427,Awakening,Neutral,Arcane,0.7136,#d826a8,2026-03-25
322,Still Between Beats S01,,,still_between_beats_s01.flac,,173.85,90,D,major,2923.16,Chill,0,0.3,148906.97,Mid,43.46,StudioRich,Opening Air,"electronic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.4455,0.669,0.669,0.4455,Energetic,Minimalist,Ambivalent,0.1337,#d84126,2026-03-25
323,Stranger Vibes Just Us,,,stranger_vibes_just_us.flac,,168.7,93,G,major,3642.79,Playful,0,-0.214,206811.22,Mid,42.17,Eleven/Max,Special Promo,lo-fi,Stranger Vibes,2025,,StudioRich,No,1,Deep Focus,0.4832,0.8087,0.8087,0.4832,Tense,Rebellious,Peaceful,0.6765,#d83626,2026-03-25
324,Submerged Notes,,,submerged_notes.flac,"Cinematic, Dreamy, Hopeful, Tense, Weightless",129.96,120,C,major,2490.57,,0.008,1.268,117247.02,High,32.49,Eleven,,lo-fi,Stranger Vibes,2025,,StudioRich,Yes,0,Deep Focus,0.6788,0.5517,0.5517,0.6788,Soulful,Restless,Frenzied,0.2438,#d8264c,2026-03-25
325,Sweatshirt Blur,,,sweatshirt_blur.flac,,173.56,89,Bb,major,3374.68,Chill,0,1.648,184509.88,Mid,43.39,StudioRich,Everything Speeds Up,"r&b, trap",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.4134,0.7612,0.7612,0.4134,Peaceful,Transcendental,Mythic,0.5901,#4ad826,2026-03-25
326,Sweatshirt Blur S1,,,sweatshirt_blur_s01.flac,,105.21,96,G,minor,1923.85,Dreamy,0,0.264,79753.29,Mid,26.3,StudioRich,Everything Speeds Up,"r&b, trap",Run Loop,2025,,StudioRich,No,1,Sleep,0.5098,0.2891,0.2891,0.5098,Balanced,Experimental,Luminescent,0.2334,#3ad826,2026-03-25
327,Tape From The Other Side,,,tape_from_the_other_side.flac,"Cinematic, Dreamy, Haunting, Hopeful, Intimate, Melancholy",86.04,76,Eb,minor,1450.18,Melancholy,0,0.36,52304.59,Low,21.51,Stranger Vibes Poster,Primer,"80s nostalgia, lo-fi, synthwave",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.0307,0.0712,0.0712,0.0307,Vulnerable,Speculative,Magical,0.2071,#2679d8,2026-03-25
328,Tape From The Other Side (Studiorich Edit),,,tape_from_the_other_side_(studiorich_edit).flac,"Cinematic, Dreamy, Haunting, Hopeful, Intimate, Melancholy",87.52,152,Eb,minor,838.76,Aggressive,0,1.91,23101.5,High,21.88,Stranger Vibes,Primer,"80s nostalgia, lo-fi, synthwave",Stranger Vibes,2025,,StudioRich,No,1,Deep Focus,0.9162,0.0126,0.0126,0.9162,Disoriented,Sad,Elusive,0.0817,#26d8cb,2026-03-25
329,Test Chamber Loop,,,test_chamber_loop.flac,,138.79,83,C,major,1518.04,Chill,0,1.487,55999.69,Low,34.7,Eleven,Lab Silence,"ambient, chillhop, lo-fi",Stranger Vibes,2025,,StudioRich,No,1,Deep Focus,0.1802,0.102,0.102,0.1802,Vulnerable,Remorseful,Speculative,0.1689,#2679d8,2026-03-25
330,Test Chamber Loop S01,,,test_chamber_loop_s01.flac,,201.41,80,Bb,major,2991.36,Chill,0,1.574,154121.36,Low,50.35,Eleven,Lab Silence,"ambient, chillhop, lo-fi",Stranger Vibes,2025,,StudioRich,No,1,Deep Focus,0.1061,0.7053,0.7053,0.1061,Unfolding,Weightless,Uncanny,0.2561,#9126d8,2026-03-25
331,The Way the Air Moves,,,the_way_the_air_moves.flac,,132.05,88,F#,major,1540.9,Chill,0,1.296,57262.84,Mid,33.01,StudioRich,Emotional Lift,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.3869,0.1327,0.1327,0.3869,Sad,Remorseful,Balanced,0.1982,#26d0d8,2026-03-25
332,The Way the Air Moves S01,,,the_way_the_air_moves_s01.flac,,171.25,85,Eb,minor,2284.78,"Dreamy, Melancholy, Nostalgic",0,1.384,103086.45,Low,42.81,StudioRich,Emotional Lift,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,3,Sleep,0.2612,0.4567,0.4567,0.2612,Liminal,Innovative,Exuberant,0.6363,#2643d8,2026-03-25
333,Touch Echo,,,touch_echo.flac,,265.52,87,C#,minor,5035.09,"Dreamy, Nostalgic",0,-0.004,335261.28,Mid,66.38,StudioRich,Echo Blur,"cinematic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,2,Sleep,0.3408,0.9316,0.9316,0.3408,Paranoid,Peaceful,Uneasy,0.0242,#26d6d8,2026-03-25
334,Touch Echo S01,,,touch_echo_s01.flac,,110.64,87,Bb,major,2201.42,Chill,0,1.661,97523.53,Mid,27.66,StudioRich,Echo Blur,"cinematic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.3408,0.4232,0.4232,0.3408,Sheltered,Haunting,Remorseful,0.0675,#26d82d,2026-03-25
336,Turnaround Fade,,,turnaround_fade.flac,"Dreamy, Hopeful, Lonely, Melancholy, Nostalgic",137.65,136,F#,major,1700.16,,0,-0.067,66317.42,High,34.41,Max,Break,"ambient, chillwave, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,0,Deep Focus,0.8198,0.1858,0.1858,0.8198,Disoriented,Subdued,Elusive,0.1654,#26d8cb,2026-03-25
335,Turnaround Fade S01,,,turnaround_fade_s01.flac,"Cinematic, Dark, Intimate, Melancholy, Nostalgic",137.65,136,F#,major,1700.14,,0,-0.067,66316.23,High,34.41,Max,Break,"ambient, chillwave, lo-filo-fi",Stranger Vibes,2025,,StudioRich,Yes,0,Deep Focus,0.8198,0.183,0.183,0.8198,Disoriented,Subdued,Elusive,0.1645,#26d8cb,2026-03-25
337,Twilight Vibration,,,twilight_vibration.flac,,121.71,87,D,major,1521.05,Chill,0,1.105,56165.13,Mid,30.43,StudioRich,Opening Air,"electronic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.3408,0.1103,0.1103,0.3408,Sad,Remorseful,Vulnerable,0.1136,#26d0d8,2026-03-25
338,Twilight Vibration S01,,,twilight_vibration_s01.flac,,142.11,88,B,major,1958.76,Chill,0,1.524,81922.72,Mid,35.53,StudioRich,Opening Air,"electronic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.3869,0.3087,0.3087,0.3869,Experimental,Balanced,Remorseful,0.0278,#8626d8,2026-03-25
339,Vapor Trace,,,vapor_trace.flac,,240,125,B,minor,4185.56,Tense,0,2.197,254449.75,High,60,Eno,,"ambient, electronic, experimental",Eunoia,2025,,StudioRich,No,1,Deep Focus,0.7542,0.8561,0.8561,0.7542,Untroubled,Esoteric,Adventurous,0.5297,#75d826,2026-03-25
340,Vaporphase,,,vaporphase.flac,,120,80,Bb,minor,2208.75,"Dreamy, Melancholy, Nostalgic",0,0.222,98008.56,Low,30,StudioRich,Descent & Fade,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,3,Sleep,0.1061,0.426,0.426,0.1061,Magical,Abstract,Hopeful,0.6457,#3426d8,2026-03-25
341,Vaporphase S01,,,vaporphase_s01.flac,,147.89,166,C,major,2944.57,"Aggressive, Energetic",0,1.444,150537.67,High,36.97,StudioRich,Descent & Fade,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,2,Deep Focus,0.9679,0.6774,0.6774,0.9679,Angry,Detached,At Ease,0.2861,#d86c26,2026-03-25
342,Voice Inside Static,,,voice_inside_static.flac,,303.37,120,C,major,2737.85,Hopeful,0.001,1.506,135039.78,High,75.84,StudioRich,Weightless Drift,"ambient, dream pop, jungle",Run Loop,2025,,StudioRich,No,1,Light Concentration,0.6788,0.6131,0.6131,0.6788,Buoyant,Cosmic,Novel,0.0515,#c7d826,2026-03-25
343,Voice Inside Static S1,,,voice_inside_static_s01.flac,,240.63,88,Eb,minor,3136.37,"Dreamy, Nostalgic",0,0.551,165404.81,Mid,60.16,StudioRich,Weightless Drift,"ambient, dream pop, jungle",Run Loop,2025,,StudioRich,No,2,Sleep,0.3869,0.7277,0.7277,0.3869,Transcendental,Peaceful,Mythic,0.5002,#d826b9,2026-03-25
344,Walkie Crackle,,,walkie_crackle.flac,,113.72,172,F,minor,2386.54,"Aggressive, Energetic",0,0.617,110013.2,High,28.43,Eleven,Bonds & Bikes,"cinematic, lo-fi, swing",Stranger Vibes,2025,,StudioRich,No,2,Deep Focus,0.9832,0.4986,0.4986,0.9832,Arcane,Awakening,Heartfelt,0.6036,#d82631,2026-03-25
345,Walkie Crackle S01,,,walkie_crackle_s01.flac,,104,83,F,minor,1895.87,"Dreamy, Melancholy, Nostalgic",0,-1.931,78028.48,Low,26,Eleven,Bonds & Bikes,"cinematic, lo-fi, swing",Stranger Vibes,2025,,StudioRich,No,3,Sleep,0.1802,0.2779,0.2779,0.1802,Vulnerable,Speculative,Remorseful,0.4397,#2679d8,2026-03-25
346,Watching the Blur,,,watching_the_blur.flac,,254.82,85,C,minor,5537.43,"Dreamy, Melancholy, Nostalgic",0,1.368,386391.56,Low,63.7,StudioRich,Weightless Drift,"ambient, jungle",Run Loop,2025,,StudioRich,No,3,Sleep,0.2612,0.9595,0.9595,0.2612,Paranoid,Despondent,Uneasy,0.0129,#26d6d8,2026-03-25
347,Watching the Blur S1,,,watching_the_blur_s01.flac,,150.34,86,F,minor,3169.2,"Dreamy, Nostalgic",0,0.242,167995.33,Mid,37.59,StudioRich,Weightless Drift,"ambient, jungle",Run Loop,2025,,StudioRich,No,2,Sleep,0.3045,0.736,0.736,0.3045,Uneasy,Hollow,Inspired,0.6496,#26d863,2026-03-25
348,Weight of Nothing,,,weight_of_nothing.flac,,151.32,82,A,minor,4564.18,"Dreamy, Melancholy",0,-2.671,289557.44,Low,37.83,StudioRich,Memory in Motion,"electronic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,3,Sleep,0.1648,0.898,0.898,0.1648,Despondent,Paranoid,Hypnotic,0.2091,#2669d8,2026-03-25
350,Weight of Nothing S01,,,weight_of_nothing_s01.flac,,199.56,87,Eb,minor,3140.06,"Dreamy, Nostalgic",0,1.138,165694.94,Mid,49.89,StudioRich,Memory in Motion,"electronic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,2,Sleep,0.3408,0.7304,0.7304,0.3408,Serene,Unsettled,Transcendental,0.7539,#26d858,2026-03-25
349,Weightless In The Rain,,,weightless_in_the_rain.flac,"Chill, Comforting, Dreamy, Hopeful, Intimate, Weightless",132.19,172,B,minor,2197.79,"Aggressive, Energetic",0,-2.603,97283.5,High,33.05,Eleven,Primer,"lo-fi, soul, synthwave",Stranger Vibes,2025,,StudioRich,Yes,2,Deep Focus,0.9832,0.4204,0.4204,0.9832,Heartfelt,Elusive,Disoriented,0.1471,#bcd826,2026-03-25
351,Window Crash Sequence,,,window_crash_sequence.flac,,147.76,71,F#,minor,3102.11,Melancholy,0,-1.641,162715.28,Low,36.94,StudioRich,Emotional Blur,"ambient, drum and bass",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.0126,0.7249,0.7249,0.0126,Soothing,Intimate,Weightless,0.6642,#45d826,2026-03-25
352,Window Crash Sequence S1,,,window_crash_sequence_s01.flac,,131.84,120,G,minor,3194.15,Tense,0,1.446,169973.38,High,32.96,StudioRich,Emotional Blur,"ambient, drum and bass",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.6788,0.7444,0.7444,0.6788,Mesmerizing,Adventurous,Fearful,0.1988,#c226d8,2026-03-25
353,Window Fade,,,window_fade.flac,"Dark, Gritty, Haunting, Lonely, Melancholy",101.8,85,Bb,major,2010.92,Chill,0,1.023,85200.05,Low,25.45,Max,Withdrawal,"chill, cinematic, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.2612,0.331,0.331,0.2612,Remorseful,Sheltered,Speculative,0.6046,#2689d8,2026-03-25
354,Window Fade S01,,,window_fade_s01.flac,"Chill, Cinematic, Dreamy, Haunting, Intimate, Melancholy",124.2,85,C,major,1845.27,Chill,0,1.798,74940.17,Low,31.05,Max,Withdrawal,"chill, cinematic, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.2612,0.2612,0.2612,0.2612,Remorseful,Vulnerable,Speculative,0.2314,#2689d8,2026-03-25
355,Window Glow,,,window_glow.flac,,95.96,80,Eb,major,1951.64,Chill,0,-0.165,81478.8,Low,23.99,StudioRich,First Glimpse,"ambient, lo-fi, r&b",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.1061,0.3003,0.3003,0.1061,Vulnerable,Speculative,Magical,0.6083,#2679d8,2026-03-25
357,Window Glow S1,,,window_glow_s01.flac,,46.4,84,F#,minor,877.76,"Dreamy, Melancholy, Nostalgic",0,0.45,24722.68,Low,11.6,StudioRich,First Glimpse,"ambient, lo-fi, r&b",Run Loop,2025,,StudioRich,No,3,Sleep,0.2095,0.0154,0.0154,0.2095,Vulnerable,Sad,Remorseful,0.0504,#2679d8,2026-03-25
356,Winning Shot,,,winning_shot.flac,,153.16,94,Bb,major,2245.78,Playful,0,1.309,100470.76,Mid,38.29,Lucas,Belief,"electronic, hip-hop, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.4958,0.4358,0.4358,0.4958,Objective,Luminescent,Anchored,0.2991,#d82688,2026-03-25
358,Winning Shot S02,,,winning_shot_s02.flac,"Chill, Comforting, Dreamy, Hopeful, Intimate",153.16,94,Bb,major,2245.78,Playful,0,1.309,100470.76,Mid,38.29,Lucas,Belief,"electronic, hip-hop, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.4958,0.4358,0.4358,0.4958,Objective,Luminescent,Anchored,0.2991,#d82688,2026-03-25
